"usm","lsystem","mix","damier","scenario","Mng","seed","sd","name","keysc","surfsolref","nbplt","nbplt1","nbplt2","Ytot","densite","densite1","YEsp1","densite2","YEsp2","Semprop1","Yprop1","Yprop2","QNfix","QNupttot","QNuptleg","QNtot","Pari1","Pari2","Surf1","Surf2","PhiSurf1","PhiSurf2","PhiMass1","PhiMass2","LRac1","LRac2","MRac1","MRac2","UptNLen1","UptNLen2","UptNMass1","UptNMass2"
"50037","l-egume","Fix2-nonFixSimTest","damier4","88-1","Lusignan30IrrN2",1,"-","toto_50037_l-egume_Fix2-nonFixSimTest_damier4_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.25593481,64,32,32,1782.75213108878,250.063678324961,125.03183916248,217.363993148626,125.03183916248,1565.38813794015,0.5,0.121926087961468,0.878073912038531,4.40481135729183,32.639713253486,0.656428001824432,37.0445246107778,2.37495819830797,17.2201964185235,1.99328904538075,9.2602539658861,1.19147707343287,1.85958144149636,0.0109261803848255,0.0110005921222726,811.007572462447,7586.02665237075,67.9699982981532,359.323128633757,0.0394364816527556,8.65312016296815e-05,0.470550037552757,0.00182684594871566
"50038","l-egume","Fix2-nonFixSimTest","damier6","88-1","Lusignan30IrrN2",1,"-","toto_50038_l-egume_Fix2-nonFixSimTest_damier6_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.25593481,64,48,16,1826.50047210502,250.063678324961,187.547758743721,431.960147146519,62.5159195812402,1394.5403249585,0.75,0.236496050093373,0.763503949906627,8.34961081520758,34.3144591889638,3.90199736245393,42.6640700041713,4.94163961679161,14.8974884418955,4.41911699819837,6.9886342546004,1.11824140858798,2.13167378620044,0.0114400359603436,0.0106827233141062,1657.310547496,6310.8198824121,131.309602961554,300.469407163302,0.018350490722731,0.000618302761789885,0.231608817181574,0.0129863382741428
"50039","l-egume","Fix2-nonFixSimTest","damier8","88-1","Lusignan30IrrN2",1,"-","toto_50039_l-egume_Fix2-nonFixSimTest_damier8_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.25593481,64,64,0,2204.64540433213,250.063678324961,250.063678324961,2204.64540433213,0,0,1,1,0,21.2545666789019,34.4097435491307,34.4097435491307,55.6643102280326,20.8210726147151,0,14.7963789709843,0,1.4071735155967,0,0.00944418207744501,0,9363.74070686051,0,506.301484423141,0,0,3440974354913.07,0,3440974354913.07
"50040","l-egume","Fix2-nonFixSimTest","damier0","88-1","Lusignan30IrrN2",1,"-","toto_50040_l-egume_Fix2-nonFixSimTest_damier0_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.64,64,0,64,1555.98804088513,100,0,0,100,1555.98804088513,0,0,1,0,31.9217682780509,0,31.9217682780509,0,17.4568159132517,0,9.22494928970623,0,1.89234817070617,0,0.0112191195912542,0,7479.48210448227,0,357.107377646341,3192176827805.09,0,3192176827805.09,0
"50041","l-egume","Fix2-nonFixSimTest","damier4","88-1","Lusignan30IrrN2",1,"-","toto_50041_l-egume_Fix2-nonFixSimTest_damier4_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.64,64,32,32,1677.70158976186,100,50,199.218517384708,50,1478.48307237715,0.5,0.118744905888172,0.881255094111828,4.06607252496072,33.0020141552365,1.02548119296191,37.0680866801973,2.56288732430793,16.0340273719658,2.04007148649995,8.1370468086127,1.25627329299739,1.97049712863576,0.0128647043354843,0.0108449177887344,852.189260659615,6051.32883567542,56.3940681501926,307.282323643147,0.0375228067736076,0.000169463802217492,0.567019440362182,0.00333726060387641
"50042","l-egume","Fix2-nonFixSimTest","damier8","88-1","Lusignan30IrrN2",1,"-","toto_50042_l-egume_Fix2-nonFixSimTest_damier8_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.64,64,64,0,1846.23230678099,100,100,1846.23230678099,0,0,1,1,0,14.3090233475351,32.521230433257,32.521230433257,46.8302537807921,19.2170080967667,0,11.7846119974433,0,1.63068653434832,0,0.0104087703514801,0,7631.7696700736,0,387.677317612512,0,0,3252123043325.7,0,3252123043325.7
"50043","l-egume","Fix2-nonFixSimTest","homogeneous0","88-1","Lusignan30IrrN2",1,"-","toto_50043_l-egume_Fix2-nonFixSimTest_homogeneous0_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.49,4,4,0,647.508742718676,8.16326530612245,8.16326530612245,647.508742718676,0,0,1,1,0,0.188829089585099,20.8633018187116,20.8633018187116,21.0521309082967,8.51322926780171,0,3.60828887467848,0,2.35935357823498,0,0.0131476669057121,0,967.214195789487,0,120.575897326723,0,0,2086330181871.16,0,2086330181871.16
"50045","l-egume","Fix2-nonFixSimTest","damier1","88-1","Lusignan30IrrN2",1,"-","toto_50045_l-egume_Fix2-nonFixSimTest_damier1_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.13995081,64,8,56,1571.82809380412,457.303534005984,57.162941750748,91.9592715613028,400.140592255236,1479.86882224281,0.125,0.0585046621343586,0.941495337865641,1.96625548402206,29.1151610841161,0.24554238844697,31.0814165681382,1.75660562956677,17.8641431256507,1.0651501446701,10.480072761955,1.64916245689882,1.70458197489663,0.0191019959134362,0.0120714369119397,357.342610850903,6755.01855816734,30.250766774115,384.714938996108,0.0807897458042413,3.63496245543382e-05,0.95434336958238,0.000638245005737736
"50046","l-egume","Fix2-nonFixSimTest","damier3","88-1","Lusignan30IrrN2",1,"-","toto_50046_l-egume_Fix2-nonFixSimTest_damier3_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.13995081,64,40,24,1935.1539382626,457.303534005984,285.81470875374,361.213296282674,171.488825252244,1573.94064197993,0.625,0.18665868856251,0.81334131143749,6.01001714007273,42.9856337117601,5.12559877471018,48.9956508518328,3.67132403605963,16.8947816935192,4.12375080037402,9.00375974484354,0.890287559499895,1.87641409503136,0.0101638673710019,0.0107340653407783,1399.11298869447,7534.73086865318,122.336477042016,369.978359820195,0.0270600267762344,0.00068026301988227,0.309474621572141,0.0138537799270234
"50047","l-egume","Fix2-nonFixSimTest","damier4","88-1","Lusignan30IrrN2",1,"-","toto_50047_l-egume_Fix2-nonFixSimTest_damier4_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.09998244,64,32,32,1847.12883323852,640.112403738096,320.056201869048,367.369282874676,320.056201869048,1479.75955036385,0.5,0.198886659264897,0.801113340735103,7.58106647766256,32.3754923408633,1.22058084161838,39.9565588185258,4.74076196210841,16.307405670398,3.58830509721491,10.1847949499447,1.32117025549884,1.60115208509628,0.0129046226320602,0.0110203077698591,1398.54753684294,6909.6748071251,120.909195356093,366.517883895614,0.0222766196203621,0.00017664808774499,0.25767197778041,0.00333020814331116
"50048","l-egume","Fix2-nonFixSimTest","damier5","88-1","Lusignan30IrrN2",1,"-","toto_50048_l-egume_Fix2-nonFixSimTest_damier5_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.13995081,64,24,40,1778.90142919093,457.303534005984,171.488825252244,265.034866142023,285.81470875374,1513.86656304891,0.375,0.148987943790997,0.851012056209003,5.40323974588037,31.2857385520721,0.726932286168749,36.6889782979525,3.56664434986606,16.8916136267953,2.69251890381113,9.96142521432572,1.32464969690812,1.69570249872339,0.0134572647055225,0.0111579276794222,983.318556431408,6996.76177444854,82.6562027401445,372.043556366876,0.031077219143311,0.000103895531904978,0.369709776796435,0.00195389027367509
"50049","l-egume","Fix2-nonFixSimTest","damier7","88-1","Lusignan30IrrN2",1,"-","toto_50049_l-egume_Fix2-nonFixSimTest_damier7_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.13995081,64,56,8,2142.41692768112,457.303534005984,400.140592255236,1012.10801194867,57.162941750748,1130.30891573244,0.875,0.472414122046798,0.527585877953202,16.255936583904,38.3783873733394,10.958628018179,54.6343239572433,8.40012205326568,12.5322383905909,9.04088045521062,6.6439250580306,0.929126548555907,1.88627028166492,0.00829963003364862,0.0110874454020119,3914.11909282055,4438.49489896744,283.961792387533,240.369357598937,0.00700534621071055,0.00246899642054977,0.0965614392155216,0.04559078631172
"50050","l-egume","Fix2-nonFixSimTest","damier2","88-1","Lusignan30IrrN2",1,"-","toto_50050_l-egume_Fix2-nonFixSimTest_damier2_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.11999296,64,16,48,1713.94565270184,533.364624057945,133.341156014486,232.208782024721,400.023468043459,1481.73687067712,0.25,0.135481998311131,0.864518001688869,4.6370607870494,30.7566618924518,0.632985694504985,35.3937226795012,3.58144871194564,17.1958506676175,2.15945855954715,11.1391721091049,1.65849383684404,1.54372789101145,0.0154233990666391,0.0116051986070639,873.051123815153,6526.83421947428,69.9665976500539,386.155055969952,0.0345039086214204,9.69820395646529e-05,0.430543676692835,0.00163920084618606
"50051","l-egume","Fix2-nonFixSimTest","damier4","88-1","Lusignan30IrrN2",1,"-","toto_50051_l-egume_Fix2-nonFixSimTest_damier4_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.11999296,64,32,32,1804.31610961095,533.364624057945,266.682312028972,267.66773524807,266.682312028972,1536.64837436288,0.5,0.148348581394524,0.851651418605476,5.47051387733755,33.0289529980616,0.988898244835428,38.4994668753992,3.07859373683327,17.2134164137971,2.22743239414799,9.81124782627614,1.38212667864025,1.75445740629232,0.0115015496132919,0.0112019227696993,961.290284046795,7190.4186231192,89.9510864874355,375.971822707821,0.0333302596363974,0.00013752999605,0.356194194026751,0.00263024563307209
"50052","l-egume","Fix2-nonFixSimTest","damier6","88-1","Lusignan30IrrN2",1,"-","toto_50052_l-egume_Fix2-nonFixSimTest_damier6_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.11999296,64,48,16,1993.24728577061,533.364624057945,400.023468043459,493.921268869789,133.341156014486,1499.32601690083,0.75,0.247797286566394,0.752202713433606,10.1989512620037,36.7253652573861,3.9700875823927,46.9243165193898,4.92318498669402,15.1364449217697,4.73397046906657,7.32400920604215,1.03996951794555,2.06668840739055,0.00996755008740433,0.0100954994118339,1888.60185161563,6936.39896183433,167.391495738326,333.79566360002,0.0173436649164419,0.000572355714288788,0.195680655881085,0.0118937662028763
"50053","l-egume","Fix2-nonFixSimTest","damier3","88-1","Lusignan30IrrN2",1,"-","toto_50053_l-egume_Fix2-nonFixSimTest_damier3_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.09998244,64,40,24,1919.70359090552,640.112403738096,400.07025233631,340.557439341799,240.042151401786,1579.14615156372,0.625,0.177401053451777,0.822598946548223,6.95320781918321,34.1924595544284,1.60156091391588,41.1456673736116,3.36023422249879,17.3419797449318,3.2246503343429,9.09507987537661,1.04204607448488,1.90674298439788,0.00986686483488093,0.0109818712648978,1220.20436056518,7139.65307340204,121.256085368033,371.707572785373,0.026709377292683,0.000224319150727688,0.268777427059358,0.0043086582872515
"50054","l-egume","Fix2-nonFixSimTest","damier5","88-1","Lusignan30IrrN2",1,"-","toto_50054_l-egume_Fix2-nonFixSimTest_damier5_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.09998244,64,24,40,1775.98708523566,640.112403738096,240.042151401786,330.643901339844,400.07025233631,1445.34318389582,0.375,0.186174721701858,0.813825278298142,6.64279221496379,30.5066571167019,0.94113363107476,37.1494493316657,4.7646192131196,16.405045123984,3.09554409474515,10.3102559309416,1.53918634891759,1.59113849683748,0.0144101227750221,0.0113502767417253,1241.98239065842,6771.63744104224,103.536674936683,373.738394865975,0.0238051068259938,0.000138981692281787,0.285556045755812,0.00251816148408362
"50055","l-egume","Fix2-nonFixSimTest","damier4","88-1","Lusignan30IrrN2",1,"-","toto_50055_l-egume_Fix2-nonFixSimTest_damier4_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 Fix2-nonFixSimTest Lusignan30IrrN2 -",0.07997584,64,32,32,2184.5074100978,800.241672985242,400.120836492621,424.650024260294,400.120836492621,1759.8573858375,0.5,0.194391661157736,0.805608338842264,5.50769227131079,48.5684464557311,6.24947807314388,54.0761387270419,3.93134450151753,17.4191895539514,4.88260279062133,14.4593816801808,0.805173934906385,1.20469809423563,0.00925784593646385,0.00989806884019842,1613.86407520198,7959.15669840877,131.485251706663,430.119032962262,0.0262221391707295,0.0007851934959885,0.321853347301609,0.014529647828191
"50044","l-egume","nonFixSimTest-nonFixSimTest","homogeneous0","88-1","Lusignan30IrrN2",1,"-","toto_50044_l-egume_nonFixSimTest-nonFixSimTest_homogeneous0_scenario88-1_Lusignan30IrrN2_1_Lusignan30_-_.csv","88-1 nonFixSimTest-nonFixSimTest Lusignan30IrrN2 -",0.49,4,0,4,647.508742718676,8.16326530612245,0,0,8.16326530612245,647.508742718676,0,0,1,0.188829089585099,20.8633018187116,0,21.0521309082967,0,8.51322926780171,0,3.60828887467848,0,2.35935357823498,0,0.0131476669057121,0,967.214195789487,0,120.575897326723,2086330181871.16,0,2086330181871.16,0
